distance,passengers,hour,weekday,trip_minutes,payment,color,pickup_borough,dropoff_borough,fare,tip,tolls,total
9.39,1,0,Wednesday,27.38,cash,yellow,Manhattan,Brooklyn,29.5,0.0,0.0,33.3
1.3,1,11,Sunday,4.65,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
7.8,2,21,Sunday,34.02,credit card,yellow,Manhattan,Manhattan,28.0,6.35,0.0,38.15
10.82,1,2,Saturday,34.53,credit card,yellow,Manhattan,Manhattan,36.0,7.96,0.0,47.76
1.33,1,19,Monday,9.88,credit card,yellow,Manhattan,Manhattan,8.5,2.56,0.0,15.36
3.03,4,14,Wednesday,38.93,credit card,yellow,Manhattan,Manhattan,23.0,5.26,0.0,31.56
13.4,1,9,Friday,34.63,cash,yellow,Queens,Queens,38.5,0.0,0.0,39.3
2.24,1,23,Tuesday,8.42,credit card,yellow,Manhattan,Manhattan,9.0,3.2,0.0,16.0
0.74,1,10,Saturday,4.05,credit card,yellow,Manhattan,Manhattan,5.0,1.66,0.0,9.96
4.91,1,23,Wednesday,18.2,credit card,yellow,Manhattan,Brooklyn,17.5,4.26,0.0,25.56
1.24,1,19,Thursday,10.12,credit card,yellow,Manhattan,Manhattan,8.0,3.69,0.0,15.99
11.8,0,16,Monday,49.12,credit card,yellow,Queens,Brooklyn,40.5,10.55,0.0,52.85
2.1,1,17,Thursday,16.2,credit card,yellow,Manhattan,Manhattan,12.0,3.25,0.0,19.55
4.1,1,22,Tuesday,16.32,credit card,yellow,Manhattan,Brooklyn,15.0,3.75,0.0,22.55
1.7,1,12,Monday,12.77,credit card,yellow,Manhattan,Manhattan,10.0,2.65,0.0,15.95
0.9,2,20,Monday,6.87,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,11.3
16.6,2,11,Friday,41.93,credit card,yellow,Manhattan,Queens,52.0,6.0,5.76,67.06
1.1,1,13,Thursday,7.42,credit card,yellow,Manhattan,Manhattan,7.0,3.05,0.0,13.35
1.5,1,7,Tuesday,9.37,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
1.5,1,21,Saturday,13.15,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,13.3
2.41,2,22,Monday,9.58,credit card,yellow,Manhattan,Manhattan,9.5,3.32,0.0,16.62
1.5,1,19,Thursday,11.05,credit card,yellow,Manhattan,Manhattan,9.0,1.0,0.0,13.8
0.9,1,8,Wednesday,5.42,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,8.8
0.77,1,15,Wednesday,9.3,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
1.21,1,12,Saturday,5.73,credit card,yellow,Manhattan,Manhattan,6.5,1.96,0.0,11.76
2.9,1,17,Sunday,18.57,credit card,yellow,Manhattan,Queens,15.0,3.65,0.0,21.95
2.3,1,23,Friday,17.17,credit card,yellow,Manhattan,Manhattan,12.5,3.0,0.0,19.3
1.24,1,10,Friday,6.05,credit card,yellow,Manhattan,Manhattan,6.5,0.88,0.0,8.18
3.81,1,15,Monday,19.65,cash,yellow,Manhattan,Manhattan,16.0,0.0,0.0,19.3
0.9,1,9,Thursday,16.95,credit card,yellow,Manhattan,Manhattan,11.0,2.85,0.0,17.15
1.07,2,14,Tuesday,10.68,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
8.55,2,15,Monday,20.33,credit card,yellow,Manhattan,Queens,26.0,7.01,5.76,42.07
2.27,1,15,Friday,13.7,credit card,yellow,Manhattan,Manhattan,11.0,2.86,0.0,17.16
8.02,2,2,Friday,14.4,cash,yellow,Queens,Queens,23.0,0.0,0.0,24.3
1.0,2,14,Tuesday,6.57,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,9.8
17.01,1,17,Wednesday,44.77,cash,yellow,Queens,Manhattan,52.0,0.0,5.76,65.56
5.6,1,1,Wednesday,18.32,credit card,yellow,Manhattan,Manhattan,19.0,0.0,0.0,22.8
1.4,1,22,Monday,7.8,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
1.4,2,11,Wednesday,9.97,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
6.25,1,1,Saturday,20.2,credit card,yellow,Manhattan,Manhattan,20.0,4.0,0.0,27.8
0.68,1,16,Wednesday,9.67,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.8
18.76,5,12,Monday,37.88,credit card,yellow,Manhattan,Queens,52.0,11.71,5.76,70.27
3.67,2,0,Friday,10.83,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
1.2,3,14,Saturday,8.03,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
0.95,2,19,Friday,4.47,credit card,yellow,Manhattan,Manhattan,5.5,2.45,0.0,12.25
1.3,1,8,Wednesday,20.37,credit card,yellow,Manhattan,Manhattan,13.0,3.26,0.0,19.56
4.0,1,14,Wednesday,11.3,credit card,yellow,Queens,Queens,14.0,0.0,0.0,14.8
18.99,1,6,Sunday,25.33,credit card,yellow,Queens,Brooklyn,50.5,10.26,0.0,61.56
1.2,1,23,Tuesday,10.08,credit card,yellow,Manhattan,Manhattan,8.0,1.5,0.0,13.3
2.04,6,19,Thursday,11.72,credit card,yellow,Manhattan,Manhattan,10.0,2.86,0.0,17.16
1.4,1,17,Tuesday,9.07,credit card,yellow,Manhattan,Manhattan,8.5,3.2,0.0,16.0
0.66,1,13,Saturday,8.62,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
0.7,2,21,Friday,6.63,credit card,yellow,Manhattan,Manhattan,6.0,1.95,0.0,11.75
1.5,1,23,Thursday,9.78,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.8
1.1,2,14,Saturday,7.98,credit card,yellow,Manhattan,Manhattan,7.0,1.75,0.0,12.05
0.81,1,9,Thursday,8.3,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
3.27,5,9,Tuesday,20.22,credit card,yellow,Manhattan,Manhattan,15.0,0.92,0.0,19.22
1.9,1,22,Wednesday,12.82,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.8
1.7,2,16,Saturday,13.93,cash,yellow,Manhattan,Manhattan,10.5,0.0,0.0,13.8
0.83,1,15,Tuesday,9.45,credit card,yellow,Manhattan,Manhattan,7.5,1.2,0.0,12.0
3.17,1,8,Sunday,10.53,credit card,yellow,Manhattan,Manhattan,11.0,2.86,0.0,17.16
1.34,3,13,Thursday,8.6,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
1.6,1,0,Sunday,7.43,credit card,yellow,Manhattan,Manhattan,7.5,2.25,0.0,13.55
2.0,1,21,Tuesday,10.65,credit card,yellow,Manhattan,Manhattan,9.5,2.65,0.0,15.95
0.5,1,14,Wednesday,7.37,credit card,yellow,Manhattan,Manhattan,6.5,1.95,0.0,11.75
2.6,1,1,Saturday,12.35,cash,yellow,Brooklyn,Brooklyn,11.0,0.0,0.0,12.3
2.14,1,1,Tuesday,5.58,cash,yellow,Manhattan,Brooklyn,8.0,0.0,0.0,11.8
1.5,2,2,Tuesday,6.23,credit card,yellow,Manhattan,Manhattan,7.0,2.15,0.0,12.95
3.97,1,21,Tuesday,22.05,credit card,yellow,Manhattan,Manhattan,18.0,4.36,0.0,26.16
4.08,1,20,Wednesday,15.4,credit card,yellow,Manhattan,Manhattan,14.5,3.66,0.0,21.96
1.75,1,17,Friday,11.2,credit card,yellow,Manhattan,Manhattan,9.0,3.99,0.0,17.29
1.22,1,19,Sunday,11.92,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
2.48,1,17,Monday,8.8,credit card,yellow,Manhattan,Manhattan,10.0,2.86,0.0,17.16
2.7,3,12,Sunday,10.98,credit card,yellow,Manhattan,Manhattan,11.0,3.55,0.0,17.85
0.37,1,18,Tuesday,8.67,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,10.8
1.29,1,20,Wednesday,3.9,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,9.3
1.25,2,23,Wednesday,6.18,credit card,yellow,Manhattan,Manhattan,6.5,1.54,0.0,11.84
1.2,5,6,Thursday,4.48,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
6.35,1,22,Friday,12.77,cash,yellow,Manhattan,Manhattan,19.0,0.0,0.0,22.8
2.23,1,19,Friday,9.05,credit card,yellow,Manhattan,Queens,9.5,3.45,0.0,17.25
7.2,3,0,Sunday,14.97,credit card,yellow,Queens,Manhattan,22.0,6.3,5.76,37.86
1.3,3,16,Sunday,7.32,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,10.8
1.33,1,22,Monday,6.23,credit card,yellow,Manhattan,Manhattan,6.5,2.06,0.0,12.36
12.05,1,11,Friday,27.6,credit card,yellow,Manhattan,Bronx,35.5,0.0,0.0,36.3
2.8,1,0,Sunday,15.38,credit card,yellow,Manhattan,Manhattan,12.5,3.25,0.0,19.55
0.6,1,17,Friday,6.5,credit card,yellow,Manhattan,Manhattan,6.0,0.0,0.0,10.3
1.21,1,3,Sunday,6.03,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,11.3
13.57,5,12,Tuesday,49.15,credit card,yellow,Queens,Manhattan,45.0,13.52,5.76,67.58
0.9,1,9,Saturday,3.13,cash,yellow,Manhattan,Manhattan,5.0,0.0,0.0,8.3
1.8,1,18,Monday,12.48,credit card,yellow,Manhattan,Manhattan,9.5,2.0,0.0,15.8
1.2,1,4,Saturday,5.98,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,11.3
0.68,1,13,Sunday,5.48,credit card,yellow,Manhattan,Manhattan,5.0,2.0,0.0,10.3
1.3,1,11,Tuesday,6.6,credit card,yellow,Manhattan,Manhattan,6.5,2.45,0.0,12.25
1.3,1,23,Saturday,9.63,credit card,yellow,Manhattan,Manhattan,8.0,1.0,0.0,12.8
1.4,2,19,Saturday,5.67,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,7.8
0.8,3,17,Sunday,6.93,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
3.8,1,22,Friday,15.28,credit card,yellow,Manhattan,Manhattan,15.0,3.75,0.0,22.55
1.64,1,13,Friday,8.85,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
0.87,2,23,Saturday,3.72,credit card,yellow,Manhattan,Manhattan,5.0,0.88,0.0,9.68
0.9,1,8,Thursday,7.82,credit card,yellow,Manhattan,Manhattan,7.0,1.8,0.0,12.1
5.63,1,15,Sunday,18.72,cash,yellow,Manhattan,Brooklyn,18.5,0.0,0.0,21.8
0.33,1,22,Sunday,5.45,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
1.9,1,21,Monday,7.12,credit card,yellow,Manhattan,Manhattan,8.0,2.35,0.0,14.15
4.4,1,19,Thursday,28.32,credit card,yellow,Manhattan,Manhattan,20.5,0.0,0.0,22.3
1.04,1,14,Friday,5.8,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
3.9,1,6,Sunday,10.8,credit card,yellow,Manhattan,Manhattan,12.5,4.0,0.0,19.8
3.59,1,12,Tuesday,23.53,credit card,yellow,Manhattan,Manhattan,17.0,1.0,0.0,21.3
0.89,5,22,Thursday,3.62,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
1.3,2,21,Wednesday,5.28,credit card,yellow,Manhattan,Manhattan,6.5,2.05,0.0,12.35
2.4,1,6,Sunday,9.8,credit card,yellow,Manhattan,Manhattan,9.5,5.0,0.0,17.8
1.8,1,17,Thursday,17.3,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,16.3
1.03,3,8,Sunday,3.97,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
2.04,1,14,Saturday,14.58,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.3
1.1,1,13,Wednesday,7.2,credit card,yellow,Manhattan,Manhattan,7.0,3.05,0.0,13.35
3.66,1,19,Saturday,20.25,credit card,yellow,Manhattan,Manhattan,15.0,3.66,0.0,21.96
2.6,4,16,Sunday,18.08,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,16.8
0.68,1,13,Friday,6.65,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
1.7,1,19,Thursday,16.23,credit card,yellow,Manhattan,Manhattan,11.0,3.05,0.0,18.35
1.11,1,9,Friday,14.9,credit card,yellow,Manhattan,Manhattan,10.0,2.66,0.0,15.96
1.3,1,10,Monday,12.03,credit card,yellow,Manhattan,Manhattan,9.0,2.45,0.0,14.75
2.1,1,18,Monday,18.05,credit card,yellow,Manhattan,Manhattan,13.0,3.45,0.0,20.75
3.37,1,23,Tuesday,15.43,credit card,yellow,Manhattan,Manhattan,13.5,2.0,0.0,19.3
1.1,0,20,Wednesday,7.13,credit card,yellow,Manhattan,Manhattan,6.5,1.56,0.0,9.36
0.6,1,22,Friday,2.53,credit card,yellow,Manhattan,Manhattan,4.0,1.0,0.0,8.8
1.47,1,3,Saturday,10.55,credit card,yellow,Manhattan,Manhattan,8.5,2.0,0.0,14.3
17.28,2,18,Friday,54.43,credit card,yellow,Queens,Manhattan,52.0,13.11,5.76,78.67
18.94,5,4,Friday,30.23,credit card,yellow,Manhattan,Queens,52.0,12.21,5.76,73.27
0.53,1,18,Tuesday,8.32,credit card,yellow,Manhattan,Manhattan,6.5,2.16,0.0,12.96
1.08,1,13,Thursday,16.55,cash,yellow,Manhattan,Manhattan,11.0,0.0,0.0,14.3
2.33,2,18,Saturday,12.75,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
0.75,1,2,Saturday,4.1,credit card,yellow,Manhattan,Manhattan,5.0,1.76,0.0,10.56
0.6,1,22,Saturday,6.02,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,9.3
1.55,1,2,Saturday,6.47,credit card,yellow,Manhattan,Manhattan,7.0,1.0,0.0,11.8
0.9,1,17,Saturday,0.13,cash,yellow,Manhattan,Manhattan,2.5,0.0,0.0,5.8
0.64,2,12,Saturday,5.07,credit card,yellow,Manhattan,Manhattan,5.0,2.08,0.0,10.38
2.8,1,21,Friday,13.1,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
2.11,6,9,Tuesday,16.28,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,15.3
1.1,1,18,Tuesday,16.33,credit card,yellow,Manhattan,Manhattan,11.0,1.0,0.0,16.3
1.4,2,21,Thursday,11.3,credit card,yellow,Manhattan,Manhattan,8.5,2.0,0.0,14.3
0.88,1,14,Tuesday,6.77,credit card,yellow,Manhattan,Manhattan,6.5,2.94,0.0,12.74
5.9,2,7,Wednesday,16.18,cash,yellow,Manhattan,Manhattan,19.0,0.0,0.0,22.3
0.83,2,17,Monday,11.87,credit card,yellow,Manhattan,Manhattan,8.5,3.2,0.0,16.0
1.05,1,19,Thursday,21.88,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,17.8
1.39,1,9,Thursday,14.9,credit card,yellow,Manhattan,Manhattan,10.5,1.0,0.0,14.8
1.1,2,11,Sunday,9.42,credit card,yellow,Manhattan,Manhattan,7.5,2.15,0.0,12.95
1.2,1,8,Tuesday,6.82,credit card,yellow,Manhattan,Manhattan,6.5,2.45,0.0,12.25
1.2,1,7,Tuesday,7.75,credit card,yellow,Manhattan,Manhattan,7.0,2.05,0.0,12.35
0.49,3,18,Thursday,2.08,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,7.8
2.58,1,20,Thursday,14.28,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
8.24,1,20,Thursday,21.9,credit card,yellow,Manhattan,Manhattan,25.5,6.51,5.76,39.07
2.1,0,6,Monday,10.42,credit card,yellow,Manhattan,Manhattan,10.0,0.7,0.0,14.0
1.4,1,8,Friday,7.55,credit card,yellow,Manhattan,Manhattan,7.0,2.05,0.0,12.35
0.55,1,14,Sunday,1.55,cash,yellow,Manhattan,Manhattan,3.5,0.0,0.0,4.3
0.7,0,14,Wednesday,5.97,credit card,yellow,Manhattan,Manhattan,5.5,1.75,0.0,10.55
0.9,2,15,Sunday,11.83,cash,yellow,Manhattan,Manhattan,8.5,0.0,0.0,11.8
0.8,2,18,Friday,6.47,credit card,yellow,Manhattan,Manhattan,6.0,2.05,0.0,12.35
3.09,1,8,Friday,14.42,credit card,yellow,Manhattan,Manhattan,12.0,3.06,0.0,18.36
1.9,1,0,Sunday,15.08,credit card,yellow,Manhattan,Manhattan,11.5,1.0,0.0,16.3
2.07,1,4,Sunday,10.5,credit card,yellow,Manhattan,Manhattan,9.5,1.0,0.0,14.3
3.04,4,22,Wednesday,12.43,credit card,yellow,Manhattan,Manhattan,12.0,3.16,0.0,18.96
1.65,1,12,Saturday,14.5,credit card,yellow,Manhattan,Manhattan,10.5,2.76,0.0,16.56
8.44,1,19,Saturday,24.83,credit card,yellow,Queens,Manhattan,26.0,7.01,5.76,42.07
1.43,5,7,Friday,21.05,cash,yellow,Manhattan,Manhattan,13.5,0.0,0.0,16.8
3.95,3,1,Saturday,15.53,credit card,yellow,Manhattan,Manhattan,15.5,1.93,0.0,21.23
1.5,1,7,Saturday,6.63,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
2.5,1,23,Thursday,10.83,credit card,yellow,Manhattan,Manhattan,10.0,2.76,0.0,16.56
0.69,1,19,Monday,2.63,credit card,yellow,Manhattan,Manhattan,4.0,1.24,0.0,9.54
2.75,1,17,Wednesday,28.08,credit card,yellow,Manhattan,Manhattan,18.0,4.46,0.0,26.76
2.04,1,18,Tuesday,26.45,cash,yellow,Manhattan,Manhattan,16.5,0.0,0.0,20.8
3.39,1,12,Thursday,21.35,credit card,yellow,Manhattan,Manhattan,16.5,3.96,0.0,23.76
1.33,2,15,Sunday,9.7,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
1.15,2,8,Monday,7.87,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
1.94,1,22,Thursday,10.43,credit card,yellow,Manhattan,Manhattan,9.5,2.2,0.0,15.5
1.62,2,10,Thursday,15.3,credit card,yellow,Manhattan,Manhattan,11.0,2.0,0.0,16.3
0.81,2,22,Monday,4.73,cash,yellow,Manhattan,Manhattan,5.5,0.0,0.0,9.3
0.37,3,12,Wednesday,9.03,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
11.79,1,12,Thursday,32.32,cash,yellow,Manhattan,Bronx,36.5,0.0,0.0,39.8
1.4,1,0,Thursday,5.02,credit card,yellow,Manhattan,Manhattan,6.5,2.05,0.0,12.35
3.42,1,12,Saturday,14.83,credit card,yellow,Manhattan,Manhattan,14.0,2.0,0.0,19.3
2.6,2,20,Saturday,15.02,credit card,yellow,Manhattan,Manhattan,12.0,3.15,0.0,18.95
2.1,2,21,Tuesday,16.63,credit card,yellow,Manhattan,Manhattan,12.0,3.15,0.0,18.95
1.63,5,14,Saturday,18.67,cash,yellow,Manhattan,Manhattan,12.5,0.0,0.0,15.8
1.2,1,21,Friday,4.6,credit card,yellow,Manhattan,Manhattan,6.0,1.95,0.0,11.75
1.26,1,8,Wednesday,19.48,cash,yellow,Manhattan,Manhattan,12.5,0.0,0.0,15.8
1.32,2,22,Monday,8.47,cash,yellow,Manhattan,Manhattan,7.5,0.0,0.0,11.3
9.0,1,19,Wednesday,49.5,credit card,yellow,Manhattan,Brooklyn,35.5,7.95,0.0,47.75
1.2,1,18,Friday,7.03,credit card,yellow,Manhattan,Manhattan,7.0,1.75,0.0,10.55
1.78,1,9,Sunday,8.97,credit card,yellow,Manhattan,Manhattan,8.5,1.5,0.0,13.3
0.9,3,13,Monday,10.53,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
1.1,1,16,Monday,7.08,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,11.8
0.02,1,1,Sunday,0.23,cash,yellow,Manhattan,Manhattan,2.5,0.0,0.0,6.3
0.99,5,14,Tuesday,8.1,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,9.8
1.8,1,18,Friday,13.48,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,14.3
0.2,1,10,Sunday,3.05,cash,yellow,Brooklyn,Brooklyn,4.0,0.0,0.0,7.3
1.15,1,16,Thursday,9.48,credit card,yellow,Manhattan,Manhattan,7.5,1.0,0.0,12.8
2.45,1,18,Monday,12.17,credit card,yellow,Manhattan,Manhattan,11.5,2.37,0.0,18.17
3.53,1,23,Thursday,18.18,credit card,yellow,Manhattan,Manhattan,15.0,4.7,0.0,23.5
2.03,5,16,Monday,10.53,cash,yellow,Manhattan,Manhattan,9.5,0.0,0.0,13.8
8.19,3,9,Thursday,39.33,cash,yellow,Manhattan,Brooklyn,30.5,0.0,5.76,39.56
6.18,1,3,Friday,15.83,credit card,yellow,Manhattan,Manhattan,19.5,4.66,0.0,27.96
4.0,1,18,Sunday,20.28,credit card,yellow,Manhattan,Manhattan,16.5,4.15,0.0,24.95
3.3,2,21,Friday,14.68,credit card,yellow,Manhattan,Brooklyn,13.0,5.0,0.0,21.8
0.86,1,16,Saturday,4.73,credit card,yellow,Manhattan,Manhattan,5.5,1.76,0.0,10.56
2.1,1,18,Friday,19.15,credit card,yellow,Manhattan,Manhattan,13.0,3.46,0.0,20.76
0.58,5,22,Saturday,2.17,credit card,yellow,Manhattan,Manhattan,4.0,2.34,0.0,10.14
2.46,2,13,Sunday,23.9,credit card,yellow,Manhattan,Manhattan,15.5,3.76,0.0,22.56
1.6,1,18,Sunday,5.57,credit card,yellow,Manhattan,Manhattan,7.0,2.06,0.0,12.36
0.93,2,11,Monday,9.75,credit card,yellow,Manhattan,Manhattan,7.5,1.1,0.0,11.9
1.77,4,11,Saturday,9.0,cash,yellow,Manhattan,Manhattan,8.0,0.0,0.0,11.3
0.88,1,7,Wednesday,3.7,credit card,yellow,Manhattan,Manhattan,5.0,2.08,0.0,10.38
0.57,1,13,Saturday,3.93,credit card,yellow,Manhattan,Manhattan,4.5,1.56,0.0,9.36
2.54,5,3,Sunday,8.0,credit card,yellow,Manhattan,Manhattan,9.5,2.66,0.0,15.96
1.47,1,19,Friday,8.73,credit card,yellow,Manhattan,Manhattan,7.5,2.36,0.0,14.16
1.19,6,9,Sunday,5.42,credit card,yellow,Manhattan,Manhattan,6.0,1.86,0.0,11.16
2.79,1,18,Friday,13.05,credit card,yellow,Manhattan,Manhattan,12.5,3.36,0.0,20.16
1.02,2,14,Wednesday,6.9,cash,yellow,Manhattan,Manhattan,6.5,0.0,0.0,9.8
3.48,2,18,Saturday,12.6,credit card,yellow,Manhattan,Manhattan,13.0,3.26,0.0,19.56
1.73,1,15,Saturday,11.1,credit card,yellow,Manhattan,Manhattan,9.5,1.0,0.0,13.8
1.11,4,22,Wednesday,8.62,credit card,yellow,Manhattan,Manhattan,7.0,2.16,0.0,12.96
1.6,1,3,Saturday,8.0,credit card,yellow,Manhattan,Manhattan,7.5,1.0,0.0,12.3
2.92,1,9,Monday,23.3,credit card,yellow,Manhattan,Manhattan,16.0,4.82,0.0,24.12
0.6,1,16,Friday,5.42,credit card,yellow,Manhattan,Manhattan,5.5,2.45,0.0,12.25
5.24,1,0,Saturday,25.57,credit card,yellow,Manhattan,Queens,21.0,3.5,0.0,28.3
1.64,1,18,Monday,6.8,credit card,yellow,Manhattan,Manhattan,7.0,3.39,0.0,14.69
1.0,1,21,Thursday,7.42,credit card,yellow,Manhattan,Manhattan,6.5,2.05,0.0,12.35
1.6,1,7,Monday,7.87,credit card,yellow,Manhattan,Manhattan,7.5,2.16,0.0,12.96
2.17,1,9,Friday,22.62,credit card,yellow,Manhattan,Manhattan,14.5,1.0,0.0,18.8
1.56,1,12,Sunday,10.32,credit card,yellow,Manhattan,Manhattan,8.0,1.7,0.0,13.0
0.6,1,15,Tuesday,7.52,cash,yellow,Manhattan,Manhattan,6.0,0.0,0.0,9.3
4.39,1,21,Sunday,14.45,cash,yellow,Manhattan,Manhattan,15.5,0.0,0.0,19.3
8.4,1,13,Friday,24.27,credit card,yellow,Manhattan,Brooklyn,27.5,6.15,0.0,36.95
4.36,1,22,Tuesday,21.83,credit card,yellow,Manhattan,Queens,18.0,4.36,0.0,26.16
9.65,1,16,Thursday,44.58,credit card,yellow,Manhattan,Queens,33.0,10.76,5.76,53.82
2.7,1,18,Wednesday,9.17,credit card,yellow,Manhattan,Manhattan,10.0,2.0,0.0,16.3
1.49,2,21,Saturday,7.88,credit card,yellow,Manhattan,Manhattan,7.5,2.26,0.0,13.56
4.2,1,5,Sunday,15.33,credit card,yellow,Manhattan,Manhattan,15.5,4.8,0.0,24.1
2.8,1,18,Saturday,13.75,credit card,yellow,Manhattan,Manhattan,11.5,2.0,0.0,16.8
0.5,1,9,Tuesday,7.77,credit card,yellow,Manhattan,Manhattan,6.5,1.0,0.0,10.8
1.14,1,17,Sunday,6.83,cash,yellow,Manhattan,Manhattan,7.0,0.0,0.0,10.3
9.4,1,8,Thursday,25.0,credit card,yellow,Manhattan,Bronx,28.5,1.59,0.0,33.39
0.91,1,8,Tuesday,11.97,credit card,yellow,Manhattan,Manhattan,8.5,2.36,0.0,14.16
6.93,1,13,Wednesday,39.58,cash,yellow,Manhattan,Brooklyn,29.5,0.0,0.0,32.8
6.5,1,2,Friday,22.5,credit card,yellow,Manhattan,Brooklyn,21.5,2.0,0.0,27.3
1.5,1,0,Saturday,7.92,credit card,yellow,Manhattan,Manhattan,7.5,1.7,0.0,13.0
2.0,1,15,Tuesday,14.58,credit card,yellow,Manhattan,Manhattan,11.5,1.48,0.0,16.28
13.04,1,6,Thursday,41.8,credit card,yellow,Queens,Brooklyn,37.58,0.0,0.0,38.38
10.88,1,16,Monday,40.05,credit card,yellow,Queens,Brooklyn,36.0,7.56,0.0,45.36
1.7,2,8,Friday,17.8,credit card,yellow,Manhattan,Manhattan,12.0,1.0,0.0,16.3
1.96,2,0,Saturday,10.92,cash,yellow,Manhattan,Manhattan,9.0,0.0,0.0,12.8
5.3,1,2,Friday,14.27,credit card,yellow,Manhattan,Manhattan,16.5,2.0,0.0,22.3
0.83,1,8,Friday,10.97,credit card,yellow,Manhattan,Manhattan,8.0,2.26,0.0,13.56
3.47,1,1,Sunday,15.3,credit card,yellow,Manhattan,Manhattan,13.5,2.6,0.0,19.9
6.0,1,18,Saturday,24.12,cash,yellow,Manhattan,Manhattan,22.5,0.0,0.0,25.8
2.32,5,3,Thursday,7.68,credit card,yellow,Manhattan,Manhattan,8.5,2.46,0.0,14.76
3.5,2,15,Saturday,21.63,credit card,yellow,Manhattan,Manhattan,15.5,3.76,0.0,22.56
8.84,1,17,Tuesday,36.65,cash,yellow,Queens,Manhattan,32.0,0.0,5.76,42.06
2.39,1,14,Thursday,16.28,cash,yellow,Manhattan,Manhattan,12.0,0.0,0.0,15.3
2.0,2,22,Tuesday,11.7,cash,yellow,Manhattan,Manhattan,10.0,0.0,0.0,13.8
1.3,1,17,Wednesday,9.95,credit card,yellow,Manhattan,Manhattan,8.0,3.65,0.0,15.95
0.89,1,12,Monday,4.72,credit card,yellow,Queens,Queens,5.5,0.0,0.0,6.3
1.5,0,12,Sunday,4.5,credit card,yellow,Manhattan,Manhattan,6.5,1.95,0.0,11.75
1.46,2,15,Saturday,9.4,credit card,yellow,Manhattan,Manhattan,8.0,1.2,0.0,12.5
1.42,1,20,Wednesday,9.12,credit card,yellow,Manhattan,Manhattan,8.0,2.36,0.0,14.16
1.0,1,21,Wednesday,5.98,credit card,yellow,Manhattan,Manhattan,6.0,1.47,0.0,11.27
2.8,1,13,Thursday,33.95,credit card,yellow,Manhattan,Manhattan,21.0,6.05,0.0,30.35
